ts,open,high,low,close,volume
2024-04-16 16:00:00+00:00,1.7955,1.8837,1.7855,1.8584,45508.0
2024-04-16 20:00:00+00:00,1.8644,1.9266,1.853,1.9056,11741.0
2024-04-17 00:00:00+00:00,1.895,1.9,1.8656,1.8887,3088.0
2024-04-17 04:00:00+00:00,1.9283,1.936,1.8968,1.903,3805.0
2024-04-17 08:00:00+00:00,1.9041,1.9116,1.852,1.852,10446.0
2024-04-17 12:00:00+00:00,1.8506,1.8626,1.7886,1.8052,17413.0
2024-04-17 16:00:00+00:00,1.8035,1.9397,1.7791,1.9058,15700.0
2024-04-17 20:00:00+00:00,1.8934,1.9069,1.8627,1.8634,12121.0
2024-04-18 00:00:00+00:00,1.8769,1.9228,1.8174,1.9124,29933.0
2024-04-18 04:00:00+00:00,1.917,1.9231,1.8571,1.8571,7730.0
2024-04-18 08:00:00+00:00,1.8566,1.9573,1.8455,1.9513,16958.0
2024-04-18 12:00:00+00:00,1.9414,2.0158,1.9076,1.9995,19454.0
2024-04-18 16:00:00+00:00,2.0009,2.0122,1.9474,1.987,9631.0
2024-04-18 20:00:00+00:00,1.9888,2.0308,1.9837,2.0109,22528.0
2024-04-19 00:00:00+00:00,2.0125,2.0292,1.8785,1.9831,18614.0
2024-04-19 04:00:00+00:00,1.973,2.0964,1.973,2.047,318682.0
2024-04-19 08:00:00+00:00,2.0442,2.0859,2.0442,2.059,21102.0
2024-04-19 12:00:00+00:00,2.053,2.076,2.0316,2.0605,7617.0
2024-04-19 16:00:00+00:00,2.056,2.1054,2.0349,2.0755,37181.0
2024-04-19 20:00:00+00:00,2.0491,2.0601,2.0069,2.0454,3020.0
2024-04-20 00:00:00+00:00,2.0363,2.0496,2.0074,2.0145,3095.0
2024-04-20 04:00:00+00:00,2.0294,2.0489,2.0282,2.0468,6243.0
2024-04-20 08:00:00+00:00,2.0436,2.0463,2.0045,2.0234,32032.0
2024-04-20 12:00:00+00:00,2.0228,2.1247,2.0208,2.1247,24774.0
2024-04-20 16:00:00+00:00,2.1225,2.1967,2.11,2.1883,19086.0
2024-04-20 20:00:00+00:00,2.1995,2.2056,2.1828,2.2055,11588.0
2024-04-21 00:00:00+00:00,2.2031,2.2253,2.1726,2.2077,17914.0
2024-04-21 04:00:00+00:00,2.2007,2.2098,2.1837,2.1934,6013.0
2024-04-21 08:00:00+00:00,2.2035,2.2035,2.1619,2.1913,10143.0
2024-04-21 12:00:00+00:00,2.1942,2.1942,2.1458,2.1703,6348.0
2024-04-21 16:00:00+00:00,2.1617,2.1888,2.121,2.1704,12631.0
2024-04-21 20:00:00+00:00,2.1652,2.2024,2.1601,2.1805,8748.0
2024-04-22 00:00:00+00:00,2.1758,2.2408,2.1674,2.2307,12485.0
2024-04-22 04:00:00+00:00,2.227,2.2663,2.2257,2.2363,16241.0
2024-04-22 08:00:00+00:00,2.2365,2.2927,2.2282,2.2586,25418.0
2024-04-22 12:00:00+00:00,2.2591,2.2927,2.247,2.2813,22032.0
2024-04-22 16:00:00+00:00,2.284,2.3561,2.2687,2.3237,49406.0
2024-04-22 20:00:00+00:00,2.3297,2.4331,2.3297,2.3795,30056.0
2024-04-23 00:00:00+00:00,2.3878,2.4553,2.386,2.3915,40116.0
2024-04-23 04:00:00+00:00,2.3979,2.4167,2.3643,2.3795,16236.0
2024-04-23 08:00:00+00:00,2.3798,2.4062,2.3567,2.3719,42562.0
2024-04-23 12:00:00+00:00,2.3711,2.4293,2.362,2.3882,37288.0
2024-04-23 16:00:00+00:00,2.3861,2.3988,2.3494,2.3635,23661.0
2024-04-23 20:00:00+00:00,2.3646,2.3661,2.3275,2.355,13708.0
2024-04-24 00:00:00+00:00,2.3532,2.3781,2.338,2.3488,18172.0
2024-04-24 04:00:00+00:00,2.3581,2.418,2.3387,2.4134,31207.0
2024-04-24 08:00:00+00:00,2.4216,2.4277,2.37,2.4205,27071.0
2024-04-24 12:00:00+00:00,2.4192,2.4288,2.2647,2.2647,29114.0
2024-04-24 16:00:00+00:00,2.2611,2.2835,2.2352,2.2656,15784.0
2024-04-24 20:00:00+00:00,2.2632,2.2677,2.2012,2.224,9780.0
2024-04-25 00:00:00+00:00,2.2227,2.2329,2.1748,2.1866,12610.0
2024-04-25 04:00:00+00:00,2.1774,2.2008,2.1466,2.1705,13054.0
2024-04-25 08:00:00+00:00,2.1758,2.1915,2.1152,2.1163,18797.0
2024-04-25 12:00:00+00:00,2.1139,2.1435,2.0459,2.1142,170307.0
2024-04-25 16:00:00+00:00,2.1187,2.1263,2.0752,2.0852,28981.0
2024-04-25 20:00:00+00:00,2.0828,2.1398,2.0828,2.1035,21556.0
2024-04-26 00:00:00+00:00,2.1,2.1101,2.0502,2.0831,25911.0
2024-04-26 04:00:00+00:00,2.0786,2.0983,2.0405,2.0494,63746.0
2024-04-26 08:00:00+00:00,2.0486,2.0659,2.027,2.0498,37869.0
2024-04-26 12:00:00+00:00,2.055,2.1083,2.0242,2.0362,62160.0
2024-04-26 16:00:00+00:00,2.0375,2.0717,2.025,2.0616,49244.0
2024-04-26 20:00:00+00:00,2.057,2.0776,2.0328,2.0416,6511.0
2024-04-27 00:00:00+00:00,2.0487,2.0812,1.9649,2.0812,71170.0
2024-04-27 04:00:00+00:00,2.0743,2.11,2.0383,2.0498,36966.0
2024-04-27 08:00:00+00:00,2.0524,2.0941,2.0463,2.079,83005.0
2024-04-27 12:00:00+00:00,2.0766,2.1415,2.0709,2.09,43027.0
2024-04-27 16:00:00+00:00,2.0863,2.1785,2.0692,2.1105,25211.0
2024-04-27 20:00:00+00:00,2.1149,2.1405,2.0983,2.1319,17875.0
2024-04-28 00:00:00+00:00,2.1348,2.1903,2.1287,2.1655,36466.0
2024-04-28 04:00:00+00:00,2.1661,2.1791,2.1441,2.166,20147.0
2024-04-28 08:00:00+00:00,2.1703,2.1787,2.1536,2.1606,22295.0
2024-04-28 12:00:00+00:00,2.1629,2.1745,2.138,2.1518,14416.0
2024-04-28 16:00:00+00:00,2.1513,2.1727,2.1426,2.1523,25645.0
2024-04-28 20:00:00+00:00,2.1521,2.1566,2.0923,2.0973,16909.0
2024-04-29 00:00:00+00:00,2.0986,2.1265,2.0627,2.0635,16921.0
2024-04-29 04:00:00+00:00,2.0586,2.0861,1.9726,2.0143,43353.0
2024-04-29 08:00:00+00:00,2.0139,2.0302,1.9936,2.0009,15695.0
2024-04-29 12:00:00+00:00,2.0064,2.0348,1.9848,2.0317,37283.0
2024-04-29 16:00:00+00:00,2.0348,2.046,2.0155,2.0336,14804.0
2024-04-29 20:00:00+00:00,2.0355,2.1046,2.0172,2.0969,30784.0
2024-04-30 00:00:00+00:00,2.0972,2.1458,2.0698,2.0851,42503.0
2024-04-30 04:00:00+00:00,2.0863,2.0982,2.0576,2.0707,16895.0
2024-04-30 08:00:00+00:00,2.0705,2.0762,1.9598,1.96,35064.0
2024-04-30 12:00:00+00:00,1.9646,1.9646,1.8586,1.8768,127980.0
2024-04-30 16:00:00+00:00,1.8762,1.9014,1.8407,1.8569,69463.0
2024-04-30 20:00:00+00:00,1.8597,1.9367,1.8597,1.9219,23201.0
2024-05-01 00:00:00+00:00,1.9214,1.9738,1.8929,1.9694,28097.0
2024-05-01 04:00:00+00:00,1.9726,1.9876,1.8707,1.8863,49638.0
2024-05-01 08:00:00+00:00,1.8858,1.92,1.8564,1.909,44472.0
2024-05-01 12:00:00+00:00,1.9133,1.9548,1.903,1.9111,27594.0
2024-05-01 16:00:00+00:00,1.9084,2.0506,1.8922,1.9734,49916.0
2024-05-01 20:00:00+00:00,1.9792,2.0404,1.9562,2.0272,41504.0
2024-05-02 00:00:00+00:00,2.0264,2.0332,1.967,1.9921,28308.0
2024-05-02 04:00:00+00:00,1.9917,2.0302,1.978,2.0085,17548.0
2024-05-02 08:00:00+00:00,2.007,2.1082,2.0035,2.1018,42607.0
2024-05-02 12:00:00+00:00,2.1071,2.1485,2.0866,2.133,42845.0
2024-05-02 16:00:00+00:00,2.1318,2.1828,2.1203,2.1678,38764.0
2024-05-02 20:00:00+00:00,2.1692,2.26,2.1563,2.2098,66053.0
2024-05-03 00:00:00+00:00,2.2142,2.2835,2.1917,2.2425,35616.0
2024-05-03 04:00:00+00:00,2.2323,2.24,2.2071,2.2165,25397.0
2024-05-03 08:00:00+00:00,2.2155,2.2366,2.1945,2.2248,46949.0
2024-05-03 12:00:00+00:00,2.2237,2.292,2.2069,2.2381,51398.0
2024-05-03 16:00:00+00:00,2.2394,2.2745,2.2378,2.265,30122.0
2024-05-03 20:00:00+00:00,2.2665,2.2828,2.245,2.2506,13645.0
2024-05-04 00:00:00+00:00,2.2526,2.2717,2.2227,2.2441,15970.0
2024-05-04 04:00:00+00:00,2.2464,2.252,2.2197,2.2199,17323.0
2024-05-04 08:00:00+00:00,2.2231,2.2591,2.2065,2.2134,32856.0
2024-05-04 12:00:00+00:00,2.2046,2.2271,2.1936,2.2246,22155.0
